id,latitude,longitude,propertyType,priceChangePercentTotal,energyClass,price,rooms,size,lotSize,floor,buildYear,city,zipCode,street,squaremeterPrice,basementSize
1831310,55.68588,12.48374,5,0,C,774539,2,60,0,1,1936,Vanløse,2720,"Grønnehøj 21, 1. th.",0,0
1831910,55.71205,12.53673,5,0,D,836537,2,63,0,3,1942,København NV,2400,Tagensvej 196D  3. tv.,0,0
1831873,55.70668,12.53652,3,0,C,1748000,1,38,0,2,1935,København NV,2400,"Teglbrændervej 4, 2. tv.",46000,0
1831872,55.69444,12.49196,3,0,C,1995000,2,57,0,1,1936,Vanløse,2720,"Markskellet 17, 1. tv.",35000,0
1831884,55.71659,12.45988,3,0,D,1995000,3,62,0,3,1954,Brønshøj,2700,Frederikssundsvej 416  3. th.,32177,0
1831335,55.64691,12.61663,3,0,F,2095000,2,50,0,2,1939,København S,2300,"Jansvej 2, 2.  nr. 3",41900,0
1831852,55.6615,12.62799,5,0,B,2194903,4,108,0,1,2004,København S,2300,"Øresundsvej 142C, 1. tv",0,0
1831919,55.66504,12.48429,3,0,D,2195000,2,61,0,2,1939,Valby,2500,"Nakskovvej 160, 2 th",35983,0
1831853,55.65447,12.63215,4,0,-,2200000,3,28,210,,1986,København S,2300,Engvej 65N,78571,0
1831918,55.66226,12.60633,3,0,C,2495000,2,51,0,3,1940,København S,2300,"Reberbanegade 39, 3 tv",48921,0
1832110,55.69377,12.54453,3,0,C,2995000,1,55,0,5,1969,København N,2200,"Husumgade 31, 5 18",54454,0
1832152,55.68154,12.52282,3,0,C,3095000,2,50,0,1,1884,Frederiksberg,2000,Nordre Fasanvej 26  1. tv.,61900,0
1832151,55.70584,12.52545,3,0,C,3195000,3,64,0,,1974,København NV,2400,Theklavej 47  st. 60.,49921,0
1832149,55.70628,12.53315,3,0,D,3295000,3,70,0,2,1935,København NV,2400,Bisiddervej 10  2. tv.,47071,0
1831878,55.65972,12.61299,3,0,C,3695000,3,68,0,3,1935,København S,2300,"Rumæniensgade 12, 3. tv.",54338,0
1831874,55.71198,12.57101,3,0,D,3750000,2,74,0,3,1979,København Ø,2100,"Drejøgade 35, 3. 29.",50675,0
1832037,55.7005,12.46796,1,0,D,3750000,2,80,502,,1932,Brønshøj,2700,Lillevang 3,46875,0
1832123,55.68074,12.52074,3,0,D,3795000,2,66,0,2,1969,Frederiksberg,2000,"Finsensvej 5C, 2 mf",57500,0
1831911,55.64758,12.53278,3,0,D,3995000,3,84,0,2,1932,København SV,2450,"Wagnersvej 8, 2 tv",47559,0
1832036,55.6945,12.53175,3,0,C,3995000,3,88,0,4,1991,Frederiksberg,2000,Borups Alle 134B  4. th.,45397,0
1831998,55.65,12.52703,3,0,C,4200000,4,103,4205,3,1939,København SV,2450,"Ellebjergvej 1, 3.",40776,0
1831804,55.68504,12.56515,3,0,C,4850000,2,76,0,1,1875,København K,1363,"Vendersgade 31A, 1.",63815,0
1832031,55.71148,12.5662,3,0,D,4850000,4,89,0,2,1932,København Ø,2100,Victor Bendix Gade 9  2. th.,54494,0
1832124,55.62346,12.57116,2,0,J,4895000,5,105,64,,2016,København S,2300,Richard Mortensens Vej 10S,46619,0
1831879,55.66538,12.62197,3,0,J,4995000,4,93,0,3,2015,København S,2300,"Strandlodsvej 13B, 3. th.",53709,0
1831925,55.62421,12.6183,1,0,F,4995000,5,158,680,,1936,Kastrup,2770,Herkules Alle 34,31613,79
1832113,55.61101,12.59311,1,0,C,5495000,7,150,835,,1980,Kastrup,2770,Oliefabriksvej 224,36633,0
1832111,55.6655,12.62517,3,0,I,5795000,4,108,0,2,2021,København S,2300,"Strandlodsvej 23F, 2 tv",53657,0
1832005,55.66241,12.63117,3,0,C,5995000,3,109,0,,2007,København S,2300,"Sundby Parkvej 10, st. tv",55000,0
1832112,55.6167,12.57197,3,0,B,5995000,3,104,0,5,2010,København S,2300,"Robert Jacobsens Vej 82, 5 3",57644,0
1831917,55.70717,12.59861,3,0,J,6245000,2,100,0,5,2017,Nordhavn,2150,"Murmanskgade 3, 5 th",62450,0
1831985,55.60008,12.63658,2,0,C,6500000,5,225,519,,1857,Dragør,2791,Hovedgaden 11G,28888,0
1832025,55.63678,12.62842,1,0,C,6995000,4,170,382,,1905,Kastrup,2770,Cypres Alle 1,41147,0
1831908,55.66535,12.53271,3,0,J,7495000,6,133,0,2,2022,København V,1799,"Fadet 16, 2 tv",56353,0
1832006,55.64704,12.62663,1,0,D,7495000,5,124,980,,1957,København S,2300,Wibrandtsvej 70,60443,0
1832125,55.66019,12.63298,3,0,J,10000000,4,133,0,4,2018,København S,2300,"Amager Strandvej 112N, 4 tv",75187,0
1832007,55.66156,12.48514,1,0,C,10750000,7,230,837,,1910,Valby,2500,Vigerslevstræde 23,46739,0
1831797,55.68921,12.53507,3,0,E,11000000,5,143,909,1,1899,Frederiksberg,2000,"Dronning Olgas Vej 28, 1.",76923,22
1831709,55.6618,12.48271,3,0,D,1698000,2,50,0,1,1940,Valby,2500,"Skyttegårdvej 1, 1. tv.",33960,0
1831470,55.69795,12.5347,3,0,K,1950000,2,42,0,1,2014,København NV,2400,"Glentevej 10, 1 9",46428,0
1831593,55.70543,12.50757,3,0,D,1995000,2,58,0,2,1934,Brønshøj,2700,"Frederikssundsvej 129B, 2 tv",34396,0
1831696,55.64543,12.61852,3,0,C,1995000,2,58,0,2,1935,København S,2300,"Tønnesvej 12, 2. TH",34396,0
1831425,55.69768,12.54609,3,0,C,2698000,2,60,0,1,1974,København N,2200,"Thyrasgade 4, 1. 203.",44966,0
1831613,55.63269,12.64144,3,0,D,2795000,3,65,0,2,1950,Kastrup,2770,John Tranums Alle 15  2. tv.,43000,0
1831615,55.68897,12.52883,3,0,D,2795000,2,48,0,2,1897,Frederiksberg,2000,Nordre Fasanvej 112  2. tv.,58229,0
1831697,55.70039,12.54656,3,0,D,2895000,2,65,0,,1901,København N,2200,"Baldersgade 46, st..",44538,0
1831692,55.68296,12.47855,3,0,D,3495000,3,72,0,,1967,Vanløse,2720,"Hyltebjerg Allé 76B, st.. tv.",48541,0
1831326,55.70103,12.5805,3,0,C,3900000,2,66,0,4,1976,København Ø,2100,"Nordre Frihavnsgade 24, 4.  nr. 2",59090,0
1831660,55.71133,12.57057,3,0,C,3995000,3,73,0,2,1969,København Ø,2100,"Nygårdsvej 41D, 2 th",54726,0
1831702,55.65042,12.61352,3,0,D,3995000,3,80,0,,1937,København S,2300,"Rodosvej 6, st..",49937,61
1831468,55.67995,12.50694,3,0,C,4195000,3,75,0,3,1933,Frederiksberg,2000,"H. Schneekloths Vej 13, 3 tv",55933,0
1831712,55.62196,12.61553,2,0,C,4250000,4,108,355,,1969,Kastrup,2770,Vejstrup Alle 13,39351,0
1831503,55.61947,12.6114,1,0,D,4395000,5,104,332,,1954,Kastrup,2770,Jacob Appels Alle 94,42259,52
4164,55.64306,12.53552,1,0,,4495000,4,96,365,,1950,København SV,2450,,46822,36
1831703,55.66691,12.58237,3,0,C,4595000,3,84,0,3,2007,København S,2300,"Weidekampsgade 39, 3. tv",54702,0
1831700,55.66035,12.61396,3,0,D,4795000,4,102,0,2,1906,København S,2300,"Kastrupvej 2, 2. th.",47009,0
1831469,55.6835,12.55615,3,0,-,4995000,5,105,0,1,1897,København N,2200,"Åboulevard 14, 1 tv",47571,0
1831663,55.56992,12.61759,1,0,D,4995000,4,161,873,,1976,Dragør,2791,Birkevej 29,31024,0
1831378,55.66242,12.6309,3,0,c,5150000,3,90,0,1,2007,København S,2300,"Sundby Parkvej 8, 1. th",57222,0
1831600,55.6094,12.57871,1,0,E,5250000,5,163,720,,1972,Kastrup,2770,Egtvedvej 33,32208,0
1831699,55.71934,12.57669,3,0,E,5495000,3,99,0,2,1800,København Ø,2100,"Strandvejen 77, 2.",55505,0
1831701,55.62357,12.57555,3,0,I,5495000,3,115,0,9,2017,København S,2300,"Robert Jacobsens Vej 5A, 9. th., Ørestad",47782,0
1831704,55.71687,12.4629,1,0,C,5495000,5,135,549,,1951,Brønshøj,2700,Kagsløkke 1,40703,80
4168,55.68576,12.55256,3,0,E,5990000,5,138,0,1,1880,København N,2200,,43405,0
1831316,55.71072,12.47109,1,0,D,5995000,5,171,754,,1942,Brønshøj,2700,Ågerupvej 37,35058,0
1831661,55.64668,12.54476,3,0,J,5998000,3,95,0,3,2016,København SV,2450,"Frederikskaj 2K, 3 th",63136,0
1831705,55.66051,12.4892,1,0,C,6695000,5,145,431,,1967,Valby,2500,Højsagervej 3A,46172,0
1831652,55.67991,12.56769,5,0,D,6706817,5,152,0,2,1830,København K,1358,"Nørre Voldgade 20, 2. tv.",0,0
1831654,55.65749,12.56159,3,0,J,6850000,3,102,11341,3,0,København SV,2450,"Willy Brandts Vej 7, 3. tv.",67156,0
1831317,55.68059,12.57981,3,0,C,6950000,3,119,0,1,1810,København K,1112,"Pilestræde 35F, 1.",58403,0
1831463,55.71891,12.53992,2,0,D,6995000,5,129,227,,1954,København NV,2400,Tuborgvej 180,54224,66
1831312,55.6486,12.63333,1,0,B,9500000,7,185,484,,1926,København S,2300,Wibrandtsvej 93,51351,0
4169,55.68757,12.58257,3,0,,10250000,3,150,0,2,1759,København K,1316,,68333,0
1831438,55.6905,12.57416,2,0,B,16450000,6,141,75,,1879,København Ø,2100,Wiedeweltsgade 17,116666,49
1831282,55.71212,12.51667,3,0,E,2295000,2,55,0,1,1938,København NV,2400,"Rådvadsvej 20A, 1. th.",41727,0
1831267,55.68471,12.57015,5,0,C,2299000,1,46,0,,1877,København K,1362,"Rømersgade 20B, st.",0,0
1831281,55.67247,12.48383,3,0,C,2395000,2,61,0,1,1932,Valby,2500,"Roskildevej 191, 1. tv.",39262,0
1831296,55.704,12.55669,3,0,D,2995000,2,61,0,2,1926,København Ø,2100,"Vermundsgade 4, 2 tv",49098,0
1831297,55.70647,12.57851,3,0,C,3795000,2,63,0,2,1905,København Ø,2100,"Brammingegade 8, 2. TV",60238,0
1831283,55.61119,12.59744,1,0,F,4750000,4,134,708,,1973,Kastrup,2770,Kibækvej 29,35447,0
1831290,55.71183,12.46879,1,0,B,5350000,4,136,413,,2014,Brønshøj,2700,Ågerupvej 51B,39338,0
1830893,55.69795,12.5347,3,0,K,1950000,1,42,0,3,2014,København NV,2400,"Glentevej 10, 3 13",46428,0
1831255,55.65572,12.61259,3,0,C,3995000,2,83,0,4,1903,København S,2300,"Tycho Brahes Allé 27, 4 th",48132,0
1831248,55.65636,12.56119,3,0,I,6895000,4,97,0,5,2020,København SV,2450,"Andrei Sakharovs Vej 11, 5. tv.",71082,0
1831202,55.6905,12.61013,3,0,-,1098000,0,24,0,1,2018,København K,1432,"Refshalevej 155A, 1. 5.",45750,0
1830899,55.66933,12.49264,5,0,D,1955045,2,65,0,3,1931,Valby,2500,"Valby Langgade 185, 3. tv.",0,0
1831019,55.65497,12.60332,3,0,D,1995000,1,37,0,3,1936,København S,2300,Østerdalsgade 1A  3. mf.,53918,0
1831184,55.70006,12.53692,3,0,D,2399000,2,49,0,,1898,København N,2200,"Nordre Fasanvej 240A, st.. th.",48959,0
1831010,55.70903,12.52905,3,0,C,2595000,3,65,0,,1933,København NV,2400,Tingskrivervej 3  st.,39923,0
1830968,55.7078,12.53563,3,0,E,2795000,2,59,0,1,1938,København NV,2400,"Bogtrykkervej 6, 1 th",47372,0
1830891,55.70937,12.56499,3,0,C,2899000,2,56,0,4,1934,København Ø,2100,"Ourøgade 21, 4 tv",51767,0
1831178,55.66817,12.49437,3,0,D,3498000,3,71,0,1,1930,Valby,2500,"Nybovej 1, 1.",49267,0
1830465,55.68652,12.58452,3,0,D,3500000,1,44,0,,1810,København K,1308,"Klerkegade 17B, st th",79545,0
1830892,55.61713,12.57206,3,0,B,3650000,2,86,0,9,2010,København S,2300,"Robert Jacobsens Vej 78, 9 p8",42441,0
1830813,55.68561,12.48755,3,0,d,3775000,2,80,0,,1932,Vanløse,2720,"Jydeholmen 22, st. th",47187,0
1830768,55.69767,12.48712,9,0,C,4195000,3,80,682,1,1932,Brønshøj,2700,"Højstrupvej 53A, 1.",52437,0
1831110,55.67153,12.55453,3,0,B,4250000,3,95,0,,1880,København V,1657,"Eskildsgade 2, st 6",44736,0
1831114,55.64184,12.60898,2,0,C,4295000,4,91,75,,2006,København S,2300,Oxford Have 125,47197,0
1831191,55.70731,12.59603,3,0,J,4495000,2,74,0,1,2015,Nordhavn,2150,"Antwerpengade 13, 1. 1.",60743,0
1830987,55.66819,12.49725,9,0,E,4695000,3,77,0,,1903,Valby,2500,Valby Langgade 167  st.,60974,0
1831205,55.62453,12.62144,1,0,C,4800000,5,133,753,,1939,Kastrup,2770,Merkur Alle 17,36090,62
1830986,55.70597,12.49515,9,0,D,4995000,3,81,788,1,1918,Brønshøj,2700,Præstegårds Allé 14  1.,61666,104
1831107,55.67154,12.5543,3,0,B,4995000,3,104,0,,1880,København V,1658,"Absalonsgade 9, st 2",48028,0
1831131,55.58736,12.63853,1,0,E,5195000,5,174,750,,1962,Dragør,2791,Skadevænget 11,29856,0
1831036,55.69651,12.57444,3,0,D,5250000,3,77,0,4,1885,København Ø,2100,"Kroghsgade 5, 4. TV",68181,0
1830982,55.67915,12.50785,3,0,B,5495000,4,100,0,4,2002,Frederiksberg,2000,Emil Slomanns Vej 1B  4. mf.,54950,0
1831113,55.62374,12.57564,3,0,J,5495000,4,117,0,9,2017,København S,2300,"Robert Jacobsens Vej 1B, 9 tv",46965,0
1831203,55.6751,12.59787,3,0,C,5498000,3,74,0,2,1901,København K,1429,"Burmeistersgade 1C, 2. th.",74297,0
1831037,55.66657,12.52174,3,0,C,5500000,5,108,0,2,1906,Valby,2500,"Valby Langgade 10, 2. TH",50925,0
1830970,55.69188,12.50531,1,0,D,5695000,4,112,299,,1945,Vanløse,2720,Rebildvej 10B,50848,58
1831111,55.67153,12.55453,3,0,B,5995000,4,120,0,,1880,København V,1657,"Eskildsgade 2, st 5",49958,0
1830904,55.68435,12.56783,3,0,C,6195000,3,103,0,3,1890,København K,1364,"Nørre Farimagsgade 64B, 3. th.",60145,0
1830971,55.61813,12.57132,3,0,B,6195000,5,150,0,5,2010,København S,2300,"Richard Mortensens Vej 65, 5 p2",41300,0
1831164,55.6824,12.4742,9,0,D,6495000,5,108,0,,1933,Vanløse,2720,"Tyborøn Allé 3, st..",60138,108
1831108,55.67154,12.5543,3,0,B,6695000,4,134,0,,1880,København V,1658,"Absalonsgade 9, st 3",49962,0
1831038,55.69929,12.58642,3,0,D,6995000,4,106,0,1,1896,København Ø,2100,"Holsteinsgade 42, 1. th",65990,0
1831109,55.67153,12.55453,3,0,B,7250000,4,141,0,,1880,København V,1657,"Eskildsgade 2, st 4",51418,0
1830980,55.66677,12.4857,2,0,B,8800000,6,158,238,,1929,Valby,2500,Vigerslevvej 70A,55696,33
1831129,55.68503,12.58763,3,0,C,9295000,4,129,0,3,1908,København K,1264,"Store Kongensgade 69C, 3 mf",72054,0
1831204,55.67983,12.59295,3,0,C,9495000,4,106,0,,1919,København K,1251,"Kvæsthusgade 3C, st.. th.",89575,0
1830866,55.65906,12.56183,3,0,I,10595000,4,153,0,1,2021,København SV,2450,"George Marshalls Vej 15, 1. th.",69248,0
1830778,55.66013,12.5629,3,0,B,12800000,3,150,0,5,2009,København V,1561,"Havneholmen 52, 5. tv.",85333,0
1831182,55.69251,12.52863,2,0,C,13495000,6,138,154,,1943,Frederiksberg,2000,Fuglebo 17,97789,63
1830836,55.68638,12.53962,3,0,I,16600000,6,193,0,,0,Frederiksberg,2000,"Falkoner Allé 114C, st.. th., Atelierhaven",86010,0
1829957,55.65592,12.61169,5,0,C,655147,2,47,0,3,1899,København S,2300,"Augustagade 22, 3. tv.",0,10
1830589,55.64624,12.63369,3,0,D,1795000,1,48,0,,1962,København S,2300,"Sumatravej 59, st th",37395,0
1830596,55.70896,12.57442,3,0,C,1995000,1,46,0,,1972,København Ø,2100,"Jagtvej 213, st 1",43369,0
1830513,55.69184,12.48295,3,0,D,2295000,2,61,0,2,1934,Vanløse,2720,"Skjulhøj Allé 1, 2. tv",37622,0
1830514,55.64706,12.49368,3,0,D,2295000,3,56,0,2,1948,Valby,2500,"Vigerslevvej 320, 2. TV",40982,0
1830640,55.63453,12.62634,3,0,C,2295000,2,65,0,,1966,Kastrup,2770,"Konvalvej 25, st. tv.",35307,0
1830633,55.64602,12.52539,3,0,C,2299000,2,53,0,2,1940,København SV,2450,"Rossinisvej 8, 2. tv.",43377,0
1830542,55.6581,12.59797,3,0,E,2495000,3,65,0,3,1946,København S,2300,"Brydes Allé 17, 3. th.",38384,0
1830659,55.70146,12.53081,3,0,D,2495000,2,46,0,3,1936,København NV,2400,Ørnevej 40  3. th.,54239,0
1830661,55.7071,12.53712,3,0,D,2495000,2,51,0,3,1937,København NV,2400,Frimestervej 14  3. tv.,48921,0
1830515,55.69487,12.48289,3,0,C,2595000,2,59,0,,1903,Vanløse,2720,Kirkebjerg Allé 38,43983,0
1830639,55.6668,12.51654,3,0,E,2598000,2,69,0,3,1965,Valby,2500,"Valby Langgade 48, 3. 5.",37652,0
1830595,55.63765,12.58952,3,0,E,2695000,3,79,0,1,1968,København S,2300,"Kongelundsvej 69A, 1 tv",34113,0
1830378,55.71145,12.56578,3,0,D,3595000,3,70,0,2,1932,København Ø,2100,"Bryggervangen 40, 2. tv.",51357,0
1830516,55.71119,12.5722,3,0,C,3695000,3,64,0,1,1974,København Ø,2100,"Drejøgade 26C, 1. Dør/lejl. 101",57734,0
1830588,55.61892,12.61192,1,0,C,4495000,4,102,242,,1957,Kastrup,2770,Jacob Appels Alle 103,44068,51
1830459,55.67579,12.57417,3,0,-,4995000,2,77,0,3,1754,København K,1467,"Vandkunsten 13A, 3 tv",64870,0
1830518,55.69147,12.51937,3,0,D,4995000,4,102,0,6,1972,Frederiksberg,2000,"Godthåbsvænget 29, 6. TH",48970,0
1830695,55.68704,12.53969,3,0,C,5195000,3,82,0,4,1898,Frederiksberg,2000,Kong Georgs Vej 4  4. th.,63353,0
1830537,55.67198,12.49623,3,0,C,5495000,4,151,0,2,1978,Frederiksberg,2000,"Johannes V. Jensens Alle 2, 2. 4.",36390,0
1830583,55.67781,12.58241,3,0,-,5495000,3,87,0,3,1800,København K,1071,"Dybensgade 21, 3",63160,0
1830632,55.66282,12.63056,3,0,B,5495000,3,90,0,1,2007,København S,2300,"Sundby Parkvej 16, 1. th.",61055,0
1830692,55.66696,12.53909,3,0,I,5795000,3,83,0,3,2018,København V,1799,Vesterfælledvej 66D  3. th.,69819,0
1830582,55.69322,12.54735,3,0,D,5995000,4,133,0,1,1906,København N,2200,"Jagtvej 55, 1 tv",45075,0
1830430,55.6987,12.59393,3,0,b,6150000,4,110,0,4,2007,København Ø,2100,"Amerika Plads 8, 4. tv",55909,0
1830369,55.65575,12.56072,3,0,A,6395000,3,99,0,2,2020,København SV,2450,"Andrei Sakharovs Vej 21, 2. mf., Lyngholm M 217 lejlighed nr. 102",64595,0
1830590,55.65893,12.56742,3,0,M,6695000,3,102,0,1,2012,København S,2300,"Islands Brygge 36A, 1 1, Kajkanten",65637,0
1830540,55.71025,12.56059,2,0,C,6995000,7,168,85,,1906,København Ø,2100,Lyngbyvej 47,41636,58
1830543,55.66637,12.6202,2,0,K,6995000,5,120,0,,2017,København S,2300,Strandlodsvej 18G,58291,0
1830557,55.65097,12.62881,1,0,E,7495000,3,67,479,,1929,København S,2300,Kinavej 16,111865,40
1830587,55.62239,12.57395,3,0,I,8500000,4,148,0,7,2017,København S,2300,"Robert Jacobsens Vej 22, 7 th",57432,0
1830509,55.68296,12.53488,3,0,C,9995000,5,151,847,,1888,Frederiksberg,2000,Rolfsvej 5A,66192,0
1830040,55.59297,12.65005,4,0,-,1690000,2,42,318,,1977,Dragør,2791,Hf. Maglebylund 79,40238,0
1830039,55.63507,12.6201,3,0,d,1695000,2,58,0,,1938,Kastrup,2770,"Amager Landevej 51, st. th",29224,0
1830202,55.69351,12.49694,3,0,D,1925000,2,43,0,2,1937,Vanløse,2720,"Ådalsvej 59, 2. mf.",44767,0
1830158,55.69622,12.50005,3,0,D,2195000,2,55,9648,,1934,Brønshøj,2700,"Aggersvoldvej 7A, st.. tv.",39909,0
1830203,55.68052,12.48509,3,0,D,2275000,2,58,0,2,1957,Vanløse,2720,"Vinkelager 1, 2. tv.",39224,0
1830204,55.68056,12.48524,3,0,D,2395000,2,56,0,2,1957,Vanløse,2720,"Vinkelager 3, 2. tv.",42767,0
1830079,55.66494,12.61453,3,0,D,2495000,2,57,0,1,1916,København S,2300,Polensgade 22  1. th.,43771,0
1830165,55.6621,12.60826,3,0,C,2545000,2,54,0,1,1936,København S,2300,"Frankrigsgade 23, 1. tv.",47129,0
1830262,55.70227,12.54626,3,0,B,2595000,1,61,0,2,1975,København N,2200,"Hamletsgade 8, 2 96",42540,0
1830170,55.66596,12.61764,3,0,C,2795000,2,56,0,2,1939,København S,2300,"Bremensgade 27, 2. MF",49910,0
1829981,55.64533,12.61856,3,0,C,2845000,3,63,0,3,1935,København S,2300,"Tønnesvej 14, 3., Sundbyvester",45158,0
1830071,55.68563,12.55174,3,0,D,2890000,2,61,0,5,1970,København N,2200,Rantzausgade 11  5. 27.,47377,0
1830171,55.67818,12.49111,3,0,C,2995000,3,74,2358,1,1948,Valby,2500,"Peter Bangs Vej 232, 1. TH",40472,0
1830064,55.67716,12.5378,3,0,E,3395000,2,58,0,2,1974,Frederiksberg C,1850,Gammel Kongevej 151  2. 3.,58534,0
1830105,55.66996,12.54172,3,0,C,3395000,2,52,0,5,1896,København V,1756,"Amerikavej 3B, 5 th",65288,0
1830172,55.65244,12.49693,9,0,D,3495000,4,95,597,1,1937,Valby,2500,"Rosenhaven 14, 1.",36789,95
1830264,55.62744,12.61989,2,0,E,3595000,4,83,246,,1946,Kastrup,2770,Uranus Alle 4,43313,43
1830259,55.66897,12.5472,3,0,D,3650000,3,69,0,,1896,København V,1669,"Flensborggade 1, st tv",52898,0
1830148,55.67919,12.54642,3,0,C,3695000,2,60,1185,2,1934,Frederiksberg C,1874,"Harsdorffsvej 4A, 2. th.",61583,0
1830263,55.70009,12.55151,3,0,C,3845000,3,75,0,3,1899,København N,2200,"Rådmandsgade 40A, 3 tv",51266,0
1830059,55.70784,12.58473,3,0,C,3995000,2,68,0,4,1913,København Ø,2100,Silkeborggade 40  4. tv.,58750,0
1830223,55.63369,12.59748,3,0,J,3995000,3,76,0,2,2018,Kastrup,2770,"Glamsbjergvej 20F, 2. 2.",52565,0
1830173,55.63257,12.5788,3,0,C,4095000,4,88,0,2,2006,København S,2300,"Edvard Thomsens Vej 81, 2. Dør/lejl. 4",46534,0
1830110,55.69061,12.52861,3,0,C,4195000,3,76,0,2,1932,Frederiksberg,2000,"Duevej 44, 2 th",55197,0
1830211,55.69168,12.529,3,0,D,4195000,2,67,0,,1929,Frederiksberg,2000,"Mariendalsvej 71, st.. mf.",62611,30
1830174,55.63444,12.58225,3,0,K,4250000,3,108,4037,9,2005,København S,2300,"Ørestads Boulevard 57A, 9. Dør/lejl. 910",39351,0
1830179,55.69075,12.51973,3,0,C,4250000,3,100,0,4,1972,Frederiksberg,2000,"Godthåbsvænget 13, 4. TH",42500,0
1830224,55.56982,12.61138,1,0,F,4495000,4,114,1016,,1980,Dragør,2791,Fælledvej 185,39429,0
1830227,55.63291,12.59154,1,0,J,4495000,4,54,381,,2001,København S,2300,Hf. Kongelund 30,83240,0
1830282,55.66739,12.496,3,0,C,4595000,4,76,0,,1902,Valby,2500,"Vestre Allé 11, st.",60460,0
1830180,55.6885,12.53271,3,0,C,4695000,3,79,0,5,1963,Frederiksberg,2000,"Kong Georgs Vej 53, 5. tv",59430,0
1830225,55.6341,12.60243,1,0,E,4695000,4,110,641,,1965,Kastrup,2770,Risebækvej 7,42681,0
1830210,55.67181,12.53957,3,0,D,4995000,3,88,0,2,1978,Frederiksberg C,1810,"Platanvej 18, 2. 14.",56761,0
1830175,55.70401,12.59075,3,0,C,5150000,3,84,0,3,1904,København Ø,2100,"Østbanegade 111, 3. TV",61309,0
1830261,55.70561,12.57865,3,0,C,5850000,5,123,0,,1893,København Ø,2100,"Ålborggade 9, st tv",47560,0
1830290,55.62376,12.61879,1,0,D,6995000,5,138,877,,1931,Kastrup,2770,Herkules Alle 35,50688,0
1830345,55.70682,12.4842,1,0,E,6995000,3,167,660,,1929,Brønshøj,2700,Kildebrøndevej 11,41886,75
1830213,55.68647,12.61469,2,0,J,6998000,4,126,66,,2012,København K,1432,Luftmarinegade 76,55539,0
1830181,55.67367,12.53929,3,0,D,7750000,4,129,0,,1899,Frederiksberg C,1813,"Henrik Ibsens Vej 1, ST. TH",60077,0
1830343,55.68195,12.58849,3,0,G,7995000,3,99,0,1,1806,København K,1260,Bredgade 22  1. tv.,80757,0
1830344,55.66557,12.52023,3,0,K,7995000,5,128,0,4,2017,Valby,2500,Gammel Jernbanevej 13  4. 13.,62460,0
1830176,55.69914,12.58607,3,0,C,8500000,5,115,0,1,1895,København Ø,2100,"Livjægergade 37, 1. TH",73913,0
1830212,55.67394,12.53835,3,0,D,8995000,4,125,0,4,1889,Frederiksberg C,1820,"Frederiksberg Alle 51, 4. th.",71960,0
1830289,55.70866,12.59649,3,0,J,9195000,5,142,0,3,2015,Nordhavn,2150,"Fortkaj 20, 3. tv.",64753,0
1830265,55.66641,12.58244,3,0,C,9980000,5,148,0,2,2007,København S,2300,"Weidekampsgade 47, 2 1, Islands Brygge",67432,0
1830057,55.64708,12.62465,1,0,D,10750000,6,157,1072,,1929,København S,2300,Wibrandtsvej 43,68471,82
1830209,55.69298,12.52457,1,0,F,16195000,5,164,520,,1915,Frederiksberg,2000,Solsortvej 95,98750,70
1830283,55.6878,12.51414,3,0,D,18495000,7,205,0,,1928,Frederiksberg,2000,"Femte Juni Plads 12, st.",90219,0
1829972,55.67619,12.51872,1,0,B,21500000,6,253,587,,1893,Frederiksberg,2000,Kronprinsensvej 3,84980,112
1829654,55.71201,12.47282,5,0,C,1058369,3,84,1540,2,1931,Brønshøj,2700,"Storegårdsvej 1, 2. tv.",0,0
1829638,55.59513,12.65136,4,0,-,2275000,3,55,475,,2019,Dragør,2791,Hf. Maglebylund 113,41363,0
1829580,55.633,12.62053,3,0,D,2285000,2,55,0,1,1946,Kastrup,2770,"Amager Landevej 88, 1. tv.",41545,0
1829941,55.71464,12.46069,3,0,E,2395000,4,87,0,,1958,Brønshøj,2700,"Åfløjen 12, ST. TH",27528,0
1829752,55.70585,12.53325,3,0,C,2495000,2,55,0,,1935,København NV,2400,Skaffervej 9  st. tv.,45363,0
1829953,55.65568,12.61704,3,0,C,2495000,3,66,0,1,1970,København S,2300,"Kastrupvej 50, 1. a.",37803,0
1829361,55.64872,12.52962,3,0,D,2500000,2,52,6794,1,1936,København SV,2450,"Offenbachsvej 23, 1. th.",48076,0
1829939,55.64785,12.53141,3,0,C,2598000,2,55,3267,1,1934,København SV,2450,"Straussvej 10, 1. tv.",47236,0
1829781,55.65643,12.59689,3,0,C,2675000,2,70,0,2,1973,København S,2300,"Birketinget 12, 2 2",38214,0
1829595,55.70297,12.5475,3,0,B,2995000,2,71,0,1,1975,København N,2200,"Hamletsgade 4, 1.  nr. 146",42183,0
1829874,55.68456,12.51181,3,0,C,2995000,1,63,0,1,1960,Frederiksberg,2000,"Bernhard Bangs Alle 4, 1 29",47539,0
1829875,55.70066,12.55276,3,0,C,2995000,2,55,0,3,1933,København N,2200,"Rådmandsgade 46B, 3 tv",54454,0
1829747,55.66476,12.52074,3,0,D,3195000,2,70,0,,1935,Valby,2500,Vestbanevej 9  st. tv.,45642,0
1829936,55.68538,12.49246,3,0,E,3395000,2,64,0,3,1987,Vanløse,2720,"Bogholder Allé 15, 3. th.",53046,0
